0,1
data/online_dataset/078_1_36_white.png,Rc8
data/online_dataset/151_0_32_black.png,Rgh3
data/online_dataset/090_1_28_black.png,Nf6
data/online_dataset/120_0_28_white.png,Kc1
data/online_dataset/080_1_7_white.png,Nf3
data/online_dataset/068_0_9_black.png,Nf6
data/online_dataset/107_0_26_white.png,Ra6
data/online_dataset/078_0_18_white.png,Rad1
data/online_dataset/073_0_16_black.png,Bxg4
data/online_dataset/035_0_10_white.png,Bg5
data/online_dataset/107_0_36_black.png,Kc7
data/online_dataset/022_0_37_black.png,b5
data/online_dataset/002_0_14_black.png,Bxh4
data/online_dataset/113_0_33_white.png,a4
data/online_dataset/070_0_35_black.png,Bc8
data/online_dataset/031_0_20_white.png,Qe2
data/online_dataset/035_0_16_white.png,Rd1
data/online_dataset/022_1_17_black.png,Rd7
data/online_dataset/042_1_11_black.png,d6
data/online_dataset/154_0_18_white.png,f5
data/online_dataset/135_0_36_white.png,Kf2
data/online_dataset/090_1_39_black.png,Kg8
data/online_dataset/079_1_43_white.png,Kf4
data/online_dataset/034_0_27_white.png,Re5
data/online_dataset/047_1_8_white.png,Bc2
data/online_dataset/022_0_46_white.png,f5
data/online_dataset/149_0_19_black.png,dxe5
data/online_dataset/158_0_12_white.png,Re1
data/online_dataset/108_0_35_black.png,Rd5
data/online_dataset/041_0_13_white.png,b3
data/online_dataset/033_1_16_white.png,Bh6
data/online_dataset/065_0_14_black.png,Nxb4
data/online_dataset/053_1_26_white.png,Rf1
data/online_dataset/029_1_2_white.png,d4
data/online_dataset/093_1_35_black.png,f6
data/online_dataset/090_1_8_black.png,O-O
data/online_dataset/138_0_51_white.png,Nc6+
data/online_dataset/023_1_45_white.png,Kg2
data/online_dataset/070_0_1_black.png,d6
data/online_dataset/150_0_3_black.png,Bg7
data/online_dataset/035_1_10_black.png,Be7
data/online_dataset/076_0_16_white.png,Bxe7
data/online_dataset/055_1_10_white.png,Bb2
data/online_dataset/045_1_31_white.png,Rc1
data/online_dataset/078_1_44_white.png,Ra1
data/online_dataset/144_0_23_black.png,dxe4
data/online_dataset/112_0_13_white.png,O-O
data/online_dataset/005_0_9_black.png,dxc5
data/online_dataset/023_0_25_white.png,a4
data/online_dataset/096_1_27_white.png,Bxd5
data/online_dataset/146_0_3_white.png,Nf6
data/online_dataset/073_1_13_black.png,b6
data/online_dataset/146_0_22_white.png,Rf8
data/online_dataset/120_0_24_black.png,Bxc3
data/online_dataset/091_1_9_black.png,d6
data/online_dataset/143_0_23_black.png,f5
data/online_dataset/088_1_17_white.png,KO--O
data/online_dataset/047_1_12_black.png,Nxe5
data/online_dataset/066_0_15_white.png,Qe3
data/online_dataset/147_0_24_black.png,Ba4
data/online_dataset/066_0_2_black.png,c5
data/online_dataset/018_0_33_black.png,Bf2
data/online_dataset/117_0_29_white.png,f4
data/online_dataset/004_0_15_black.png,f6
data/online_dataset/118_0_21_black.png,hxg6
data/online_dataset/125_0_2_white.png,e4
data/online_dataset/040_0_29_black.png,Kb8
data/online_dataset/122_0_22_white.png,g5
data/online_dataset/019_0_4_white.png,c4
data/online_dataset/143_0_34_white.png,Kc1
data/online_dataset/032_0_8_black.png,Qb5
data/online_dataset/066_0_10_white.png,d5
data/online_dataset/003_0_3_white.png,Nf3
data/online_dataset/079_1_40_black.png,Rxb7
data/online_dataset/135_0_27_black.png,c2
data/online_dataset/015_0_9_white.png,Nc3
data/online_dataset/096_1_2_black.png,Nc6
data/online_dataset/070_0_44_black.png,Rh2
data/online_dataset/092_0_9_black.png,Bg4
data/online_dataset/119_0_4_black.png,c6
data/online_dataset/022_1_25_black.png,c4
data/online_dataset/087_1_10_white.png,Qg5
data/online_dataset/050_0_5_black.png,d5
data/online_dataset/123_0_7_black.png,e6
data/online_dataset/021_1_9_black.png,h6
data/online_dataset/103_0_6_white.png,Bd3
data/online_dataset/020_0_15_black.png,Rb8
data/online_dataset/107_0_31_white.png,Raxa5
data/online_dataset/090_0_28_white.png,Qxf5
data/online_dataset/022_0_16_black.png,b6
data/online_dataset/121_0_20_black.png,a5
data/online_dataset/045_1_43_black.png,Bb4
data/online_dataset/089_0_27_white.png,b3
data/online_dataset/044_0_4_black.png,Bf5
data/online_dataset/113_0_17_black.png,Kxg7
data/online_dataset/137_0_39_white.png,Ba2
data/online_dataset/049_0_4_black.png,d6
data/online_dataset/112_0_24_white.png,Nxa4
data/online_dataset/095_1_22_white.png,Qd2
data/online_dataset/047_1_14_white.png,bxa4
data/online_dataset/042_0_1_black.png,c5
data/online_dataset/134_0_16_black.png,Qg6
data/online_dataset/144_0_21_white.png,Bxg3
data/online_dataset/121_0_10_white.png,Ndf3
data/online_dataset/127_0_2_black.png,Bc5
data/online_dataset/001_1_25_black.png,Ra7
data/online_dataset/005_1_9_black.png,dxc5
data/online_dataset/118_0_20_black.png,Rxf8
data/online_dataset/093_1_32_white.png,Bx6
data/online_dataset/103_0_36_black.png,Nb6
data/online_dataset/057_0_4_white.png,c3
data/online_dataset/022_0_11_black.png,Bf5
data/online_dataset/147_0_30_black.png,Ne5
data/online_dataset/093_0_13_black.png,Nd4
data/online_dataset/136_0_23_white.png,Qa6
data/online_dataset/078_1_53_black.png,Rg4
