0,1
data/custom_dataset/game4/box_17.png,Bc5
data/online_dataset/094_1_21_white.png,Rad1
data/online_dataset/121_0_6_black.png,Nbd7
data/online_dataset/025_1_3_white.png,Bb5
data/online_dataset/147_0_3_black.png,Nc6
data/online_dataset/126_0_18_black.png,Bg4
data/custom_dataset/game25/box_11.png,O-O
data/online_dataset/103_1_15_black.png,Rad8
data/online_dataset/137_0_2_white.png,Nf3
data/online_dataset/087_1_23_white.png,a4
data/online_dataset/063_0_9_white.png,Nxa8
data/online_dataset/092_0_42_white.png,Nf8
data/online_dataset/077_0_1_black.png,Nf6
data/online_dataset/062_0_1_black.png,e6
data/online_dataset/113_0_4_white.png,Nd2
data/online_dataset/131_0_8_white.png,O-O
data/online_dataset/095_0_10_white.png,Nc4
data/online_dataset/141_0_3_black.png,g6
data/custom_dataset/game17/box_1.png,d5
data/custom_dataset/game26/box_40.png,Qd2
data/custom_dataset/game49/box_45.png,Qf7
data/custom_dataset/game43/box_87.png,g3
data/online_dataset/106_0_11_white.png,Nc3
data/online_dataset/139_0_15_white.png,Kg3
data/custom_dataset/game40/box_93.png,Kf8
data/online_dataset/104_0_15_white.png,Nh3
data/online_dataset/022_1_46_black.png,Kg4
data/online_dataset/075_0_21_black.png,Ke4
data/online_dataset/103_0_31_black.png,a6
data/custom_dataset/game66/box_17.png,Nbd7
data/online_dataset/151_0_9_black.png,Ne4
data/online_dataset/043_0_45_black.png,Kg5
data/online_dataset/011_0_9_black.png,Qb6
data/online_dataset/114_0_51_white.png,Kc3
data/online_dataset/045_1_5_white.png,Qc2
data/online_dataset/118_0_20_white.png,Bxf8
data/online_dataset/017_1_21_white.png,Bxa6
data/online_dataset/060_0_37_black.png,Bg6
data/online_dataset/135_0_9_black.png,Bd6
data/online_dataset/044_0_55_white.png,h7
data/custom_dataset/game18/box_38.png,Bc5
data/custom_dataset/game31/box_51.png,f3+
data/online_dataset/021_1_33_white.png,Rc7
data/online_dataset/097_0_10_black.png,ed
data/online_dataset/138_0_18_white.png,Bf3
data/online_dataset/038_0_16_black.png,Kf7
data/online_dataset/158_0_33_black.png,b4
data/custom_dataset/game65/box_60.png,g3
data/online_dataset/084_0_35_white.png,ex56+
data/online_dataset/138_0_14_white.png,Qc2
data/online_dataset/078_1_15_white.png,Qe4
data/online_dataset/084_0_39_white.png,Rb4
data/online_dataset/078_0_11_white.png,Nc3
data/custom_dataset/game47/box_40.png,Kb1
data/online_dataset/107_0_26_white.png,Ra6
data/online_dataset/143_0_38_white.png,g5
data/online_dataset/029_0_14_black.png,Nf6
data/custom_dataset/game62/box_60.png,Ke2
data/online_dataset/040_0_17_black.png,Nd5
data/online_dataset/034_1_32_white.png,Kg3
data/custom_dataset/game46/box_15.png,Be7
data/online_dataset/126_0_42_black.png,b2
data/custom_dataset/game26/box_20.png,Kh1
data/custom_dataset/game42/box_16.png,d4
data/custom_dataset/game66/box_4.png,c3
data/online_dataset/113_0_16_black.png,Kf8
data/custom_dataset/game12/box_36.png,Bxd5
data/custom_dataset/game26/box_5.png,Nf6
data/online_dataset/117_0_30_black.png,Bc4
data/custom_dataset/game40/box_99.png,Rxa2+
data/custom_dataset/game25/box_12.png,O-O
data/custom_dataset/game23/box_89.png,Bd4
data/online_dataset/034_0_5_black.png,e6
data/custom_dataset/game13/box_34.png,Ba1
data/online_dataset/137_0_40_white.png,Ng2
data/online_dataset/037_1_59_white.png,Rh5
data/custom_dataset/game64/box_28.png,Rc1
data/online_dataset/044_0_41_black.png,Rf6
data/custom_dataset/game8/box_8.png,Bxd7+
data/online_dataset/096_1_8_white.png,f3
data/custom_dataset/game29/box_23.png,Nd5
data/online_dataset/093_1_10_white.png,Bb3
data/online_dataset/112_0_11_black.png,bxc6
data/online_dataset/058_0_7_white.png,Nd2
data/online_dataset/138_0_47_white.png,Nxa6
data/online_dataset/109_0_4_white.png,Bc4
data/online_dataset/136_0_5_white.png,Nxd4
data/custom_dataset/game30/box_20.png,h3
data/custom_dataset/game43/box_36.png,Qxf1
data/custom_dataset/game39/box_54.png,a5
data/online_dataset/040_1_57_white.png,Kf5
data/online_dataset/127_0_14_white.png,Rb2
data/custom_dataset/game2/box_12.png,h4
data/online_dataset/153_0_21_white.png,Bxg5
data/online_dataset/145_0_14_white.png,O-O
data/custom_dataset/game18/box_2.png,Nf3
data/custom_dataset/game45/box_32.png,Ne5
data/custom_dataset/game14/box_13.png,b5
data/online_dataset/059_0_37_black.png,g4
data/online_dataset/124_0_5_white.png,c3
data/online_dataset/041_1_28_white.png,Nf7+
data/online_dataset/005_0_9_black.png,dxc5
data/custom_dataset/game47/box_35.png,Qxd5
data/online_dataset/134_0_16_black.png,Qg6
data/online_dataset/054_0_30_black.png,Qx
data/online_dataset/123_0_11_black.png,Qxh2
data/online_dataset/080_1_20_black.png,b4
data/online_dataset/063_0_30_black.png,Rd8
data/custom_dataset/game65/box_54.png,Nd4
data/online_dataset/097_0_8_black.png,h6
data/custom_dataset/game36/box_16.png,dxc6
data/online_dataset/033_0_17_white.png,Bh6
data/online_dataset/053_0_6_white.png,b3
data/online_dataset/079_0_10_black.png,e6
data/online_dataset/056_0_33_black.png,Qh6
data/online_dataset/123_0_8_black.png,Bd6
data/online_dataset/009_0_31_black.png,K2+
data/online_dataset/149_0_22_white.png,h3
data/online_dataset/044_0_43_white.png,a3
data/online_dataset/146_0_53_black.png,e3
